"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
927,"FOSL","Fossil, Inc.","Consumer Goods","Recreational Goods, Other","USA",6815.61,18.69,119.19,-1.27%,150201
928,"FOXA","Twenty-First Century Fox, Inc.","Services","Entertainment - Diversified","USA",75775.16,14.41,33.00,0.43%,2552167
929,"FOXF","Fox Factory Holding Corp","Consumer Goods","Recreational Vehicles","USA",573.84,35.73,17.05,-0.58%,54818
930,"FPRX","Five Prime Therapeutics, Inc.","Healthcare","Biotechnology","USA",20.89,,15.83,-5.21%,31695
931,"FRAN","Francesca's Holdings Corporation","Services","Apparel Stores","USA",783.52,16.19,18.02,1.18%,333724
932,"FRBK","Republic First Bancorp Inc.","Financial","Regional - Northeast Banks","USA",78.70,101.00,3.06,0.99%,6877
933,"FRED","Fred's, Inc.","Services","Discount, Variety Stores","USA",619.40,22.32,17.07,0.65%,34585
934,"FREE","FreeSeas Inc.","Services","Shipping","Greece",0.51,,1.20,-3.40%,159723
935,"FRGI","Fiesta Restaurant Group, Inc.","Services","Restaurants","USA",1111.88,66.26,47.34,-2.13%,88046
936,"FRME","First Merchants Corp.","Financial","Regional - Midwest Banks","USA",616.18,15.50,21.45,0.28%,43660
937,"FRNK","Franklin Financial Corporation","Financial","Regional - Southeast Banks","USA",226.95,25.11,19.82,-0.10%,1281
938,"FRP","Fairpoint Communications, Inc.","Technology","Telecom Services - Domestic","USA",251.05,,9.92,3.55%,49235
939,"FSBK","First South Bancorp Inc.","Financial","Savings & Loans","USA",73.03,,7.51,0.27%,12105
940,"FSBW","FS Bancorp, Inc.","Financial","Regional - Pacific Banks","USA",52.14,11.64,17.15,-0.46%,104
941,"FSC","Fifth Street Finance Corp.","Financial","Credit Services","USA",1229.56,10.09,9.20,0.22%,325246
942,"FSFG","First Savings Financial Group, Inc.","Financial","Regional - Midwest Banks","USA",49.57,11.87,22.80,0.00%,0
943,"FSGI","First Security Group, Inc.","Financial","Savings & Loans","USA",146.48,,2.40,2.56%,76527
944,"FSLR","First Solar, Inc.","Technology","Semiconductor - Specialized","USA",5479.95,11.71,54.43,-1.95%,1241311
945,"FSRV","FirstService Corp.","Financial","Property Management","Canada",1408.15,,42.88,2.66%,5151
946,"FSTR","LB Foster Co.","Services","Basic Materials Wholesale","USA",468.68,16.62,46.74,1.54%,1552
947,"FSYS","Fuel Systems Solutions, Inc.","Consumer Goods","Auto Parts","USA",251.03,,12.31,-1.52%,120547
948,"FTBK","Frontier Financial Corporation","Financial","Regional - Pacific Banks","USA",0.38,,0.08,0.00%,0
949,"FTD","FTD Companies, Inc.","Services","Specialty Retail, Other","USA",594.37,29.08,31.95,-0.13%,67011
950,"FTEK","Fuel-Tech, Inc.","Industrial Goods","Pollution & Treatment Controls","USA",203.40,43.29,8.73,-3.96%,318536
951,"FTNT","Fortinet Inc.","Technology","Application Software","USA",2912.76,55.87,17.83,-0.31%,507321
952,"FTR","Frontier Communications Corporation","Technology","Telecom Services - Domestic","USA",4747.09,68.29,4.72,-1.15%,2988324
953,"FUBC","1st United Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",263.79,43.39,7.81,0.00%,9292
954,"FUEL","SMF Energy Corporation","Services","Advertising Agencies","USA",580.23,,49.60,-3.28%,72877
955,"FULL","Full Circle Capital Corporation","Financial","Credit Services","USA",54.27,89.63,7.18,0.14%,37721
956,"FULT","Fulton Financial Corporation","Financial","Regional - Northeast Banks","USA",2472.35,15.68,12.87,0.08%,131957
957,"FUNC","First United Corporation","Financial","Regional - Mid-Atlantic Banks","USA",46.92,6.05,7.73,2.25%,430
958,"FUND","Royce Focus Trust, Inc.","Financial","Closed-End Fund - Equity","USA",162.53,7.80,7.42,-0.93%,10057
959,"FURX","Furiex Pharmaceuticals, Inc.","Services","Business Services","USA",395.46,,38.92,0.13%,19376
960,"FWLT","Foster Wheeler AG","Industrial Goods","Heavy Construction","Switzerland",3125.80,23.41,31.58,-0.82%,245673
961,"FWM","Fairway Group Holdings Corp.","Services","Grocery Stores","USA",555.03,,16.11,-0.74%,202255
962,"FWRD","Forward Air Corp.","Services","Air Delivery & Freight Services","USA",1268.82,23.35,42.49,0.52%,26372
963,"FXCB","Fox Chase Bancorp, Inc.","Financial","Savings & Loans","USA",198.08,34.53,17.68,0.40%,456
964,"FXEN","FX Energy Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",162.03,,3.09,0.65%,28698
965,"GABC","German American Bancorp Inc.","Financial","Regional - Midwest Banks","USA",355.69,14.25,28.57,1.75%,11433
966,"GAGA","Le Gaga Holdings Ltd","Consumer Goods","Farm Products","Hong Kong",149.52,6.18,3.40,0.00%,4900
967,"GAI","Global-Tech Advanced Innovations Inc.","Industrial Goods","Industrial Electrical Equipment","Hong Kong",19.46,,6.43,0.47%,500
968,"GAIA","Gaiam Inc.","Services","Catalog & Mail Order Houses","USA",141.22,,6.11,-1.61%,758
969,"GAIN","Gladstone Investment Corporation","Financial","Diversified Investments","USA",205.19,13.84,7.80,0.65%,234066
970,"GALE","Galena Biopharma, Inc.","Healthcare","Biotechnology","USA",349.28,,3.94,-1.50%,983070
971,"GALT","Galectin Therapeutics, Inc.","Healthcare","Drugs - Generic","USA",129.73,,7.97,-0.25%,29257
972,"GAME","Shanda Games Limited","Technology","Multimedia & Graphics Software","China",1175.47,6.65,4.38,-0.34%,264017
973,"GARS","Garrison Capital Inc","Financial","Asset Management","USA",236.00,22.09,14.05,-0.62%,8778
974,"GASS","StealthGas, Inc.","Services","Shipping","Greece",331.75,10.35,10.26,-0.87%,12726
975,"GBCI","Glacier Bancorp Inc.","Financial","Regional - Pacific Banks","USA",2140.74,23.35,28.98,0.10%,42445
976,"GBDC","Golub Capital BDC LLC","Financial","Asset Management","USA",729.53,13.32,17.95,-0.88%,38698
977,"GBLI","Global Indemnity plc","Financial","Property & Casualty Insurance","Ireland",611.00,18.88,24.19,-0.70%,2635
978,"GBNK","Guaranty Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",296.62,22.92,14.16,-0.35%,4396
979,"GCBC","Greene County Bancorp, Inc.","Financial","Savings & Loans","USA",108.69,17.27,25.91,0.00%,0
980,"GCFB","Granite City Food & Brewery Ltd.","Services","Restaurants","USA",8.99,,1.11,0.00%,0
981,"GCOM","Globecomm Systems Inc.","Technology","Networking & Communication Devices","USA",337.13,25.64,14.10,0.00%,0
982,"GDEF","Global Defense & National Security Systems, Inc.","Conglomerates","Conglomerates","USA",20.15,,10.06,0.00%,0
983,"GENC","Gencor Industries Inc.","Industrial Goods","Farm & Construction Machinery","USA",88.71,21.67,9.23,-0.97%,10199
984,"GENE","Genetic Technologies Ltd.","Healthcare","Biotechnology","Australia",23.35,,1.38,-6.76%,41317
985,"GENT","Gentium S.p.A","Healthcare","Drug Manufacturers - Other","Italy",832.82,177.39,55.02,0.05%,25705
986,"GEOS","Geospace Technologies Corporation","Technology","Scientific & Technical Instruments","USA",1186.55,17.10,91.28,-0.58%,49384
987,"GERN","Geron Corporation","Healthcare","Biotechnology","USA",602.98,,4.64,-1.28%,673355
988,"GEVA","Synageva BioPharma Corp.","Healthcare","Biotechnology","USA",1791.31,,64.92,-0.37%,24073
989,"GEVO","Gevo, Inc.","Basic Materials","Chemicals - Major Diversified","USA",55.26,,1.23,2.50%,897361
990,"GFED","Guaranty Federal Bancshares Inc.","Financial","Regional - Southwest  Banks","USA",30.46,7.24,11.15,0.00%,524
991,"GFN","General Finance Corporation","Services","Rental & Leasing Services","USA",139.79,38.62,6.40,3.56%,3392
992,"GGAL","Grupo Financiero Galicia S.A.","Financial","Foreign Regional Banks","Argentina",1484.73,6.91,11.75,-1.76%,94919
993,"GHDX","Genomic Health Inc.","Healthcare","Medical Laboratories & Research","USA",907.87,,29.85,0.81%,54846
994,"GIFI","Gulf Island Fabrication Inc.","Industrial Goods","Metal Fabrication","USA",330.60,142.88,22.75,-0.48%,2618
995,"GIGA","Giga-tronics Inc.","Technology","Scientific & Technical Instruments","USA",4.75,,0.98,3.91%,513
996,"GIGM","GigaMedia Ltd.","Technology","Multimedia & Graphics Software","Taiwan",49.20,,0.95,-2.06%,51858
997,"GIII","G-III Apparel Group, Ltd.","Consumer Goods","Textile - Apparel Clothing","USA",1343.07,18.97,65.86,0.03%,36764
998,"GILD","Gilead Sciences Inc.","Healthcare","Biotechnology","USA",107369.92,45.21,71.48,2.00%,6108846
999,"GILT","Gilat Satellite Networks Ltd.","Technology","Communication Equipment","Israel",181.57,,4.48,3.46%,35433
1000,"GIVN","Given Imaging Ltd.","Healthcare","Medical Appliances & Equipment","Israel",940.59,58.63,29.89,-0.03%,31140
1001,"GK","G&K Services Inc.","Services","Personal Services","USA",1174.09,24.57,60.66,0.38%,4135
1002,"GKNT","Geeknet, Inc.","Technology","Internet Software & Services","USA",122.63,,18.73,1.08%,748
1003,"GLAD","Gladstone Capital Corporation","Financial","Closed-End Fund - Debt","USA",198.03,21.93,9.47,0.42%,16119
1004,"GLBS","Globus Maritime Limited","Services","Shipping","Greece",33.60,,3.29,0.00%,0
1005,"GLBZ","Glen Burnie Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",32.30,13.10,11.79,0.00%,0
1006,"GLCB","WisdomTree Global Corporate Bond","Financial","Exchange Traded Fund","USA",,,73.99,0.00%,0
1007,"GLCH","Gleacher & Company, Inc","Financial","Asset Management","USA",62.80,,10.19,0.39%,2107
1008,"GLDC","Golden Enterprises Inc.","Consumer Goods","Processed & Packaged Goods","USA",47.05,36.45,3.95,-1.49%,1378
1009,"GLDD","Great Lakes Dredge & Dock Corporation","Industrial Goods","Heavy Construction","USA",514.30,,8.64,0.00%,65059
1010,"GLDI","Credit Suisse Gold Shrs Cov Call Exc ETN","Financial","Exchange Traded Fund","USA",,,14.08,-0.78%,600
1011,"GLNG","Golar LNG Ltd.","Services","Shipping","Bermuda",2736.04,2.90,34.40,1.24%,185327
1012,"GLPI","Gaming and Leisure Properties, Inc","Financial","REIT - Diversified","USA",4417.22,330.80,49.49,-0.26%,70372
1013,"GLPW","Global Power Equipment Group Inc.","Industrial Goods","Diversified Machinery","USA",311.01,21.33,18.02,-1.74%,17502
1014,"GLRE","Greenlight Capital Re, Ltd.","Financial","Property & Casualty Insurance","Cayman Islands",1193.68,15.13,32.11,-0.80%,38142
1015,"GLUU","Glu Mobile, Inc.","Technology","Multimedia & Graphics Software","USA",265.37,,3.72,0.27%,785614
1016,"GMAN","Gordmans Stores, Inc.","Services","Home Furnishing Stores","USA",135.16,10.29,7.04,0.57%,8400
1017,"GMCR","Green Mountain Coffee Roasters Inc.","Consumer Goods","Processed & Packaged Goods","USA",11255.30,23.65,74.90,0.25%,931178
1018,"GMET","Geomet, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",3.61,,0.08,-8.33%,213600
1019,"GMLP","Golar LNG Partners LP","Services","Shipping","Bermuda",1160.91,9.77,28.44,-0.63%,30716
1020,"GNBT","Generex Biotechnology Corp.","Healthcare","Drug Delivery","Canada",7.78,,0.03,4.53%,1208350
1021,"GNCMA","General Communication Inc.","Technology","Long Distance Carriers","USA",403.97,25.51,9.85,-1.01%,32042
1022,"GNMK","GenMark Diagnostics, Inc.","Healthcare","Medical Appliances & Equipment","USA",412.77,,11.54,0.61%,23440
1023,"GNTX","Gentex Corp.","Consumer Goods","Auto Parts","USA",4831.13,25.09,33.19,-1.28%,483842
1024,"GNVC","GenVec, Inc.","Healthcare","Biotechnology","USA",28.49,,2.22,0.91%,30395
1025,"GOGO","Gogo Inc.","Technology","Diversified Communication Services","USA",2585.14,,27.37,-10.96%,3897251
1026,"GOLD","Randgold Resources Limited","Basic Materials","Gold","Channel Islands",5889.93,17.26,64.30,0.66%,167283
1027,"GOMO","Sungy Mobile Limited","Technology","Application Software","China",534.90,71.61,17.10,3.83%,281324
1028,"GOOD","Gladstone Commercial Corp.","Financial","REIT - Diversified","USA",250.56,,17.60,-0.28%,24069
1029,"GOOG","Google Inc.","Technology","Internet Information Providers","USA",356922.41,30.73,1071.74,0.18%,370036
1030,"GPIC","Gaming Partners International Corporation","Consumer Goods","Toys & Games","USA",63.75,18.65,8.05,0.37%,230
1031,"GPOR","Gulfport Energy Corp.","Basic Materials","Independent Oil & Gas","USA",4422.13,28.09,56.17,-1.49%,408874
1032,"GPRC","Guanwei Recycling Corp.","Industrial Goods","Waste Management","China",29.87,2.45,2.84,-1.05%,11105
1033,"GPRE","Green Plains Renewable Energy, Inc.","Basic Materials","Specialty Chemicals","USA",510.45,10.12,17.16,1.54%,118737
1034,"GRID","First Trust NASDAQ Cln Edge Smrt Grd Inf","Financial","Exchange Traded Fund","USA",,,34.74,0.35%,714
1035,"GRIF","Griffin Land & Nurseries Inc.","Consumer Goods","Farm Products","USA",167.30,,32.04,-1.45%,7401
1036,"GRMN","Garmin Ltd.","Technology","Scientific & Technical Instruments","Cayman Islands",9096.29,15.84,45.72,-1.83%,371400
1037,"GROW","U.S. Global Investors, Inc.","Financial","Asset Management","USA",41.00,,2.65,0.04%,13846
1038,"GRPN","Groupon, Inc.","Technology","Internet Information Providers","USA",7110.84,,10.94,2.53%,10564762
1039,"GRVY","Gravity Co., Ltd","Technology","Multimedia & Graphics Software","South Korea",26.13,,0.92,-2.13%,10095
1040,"GSAT","Globalstar Inc.","Technology","Wireless Communications","USA",584.44,,1.84,-3.66%,2210550
1041,"GSBC","Great Southern Bancorp Inc.","Financial","Regional - Southwest  Banks","USA",399.17,12.14,29.38,0.44%,1093
1042,"GSIG","GSI Group Inc.","Technology","Scientific & Technical Instruments","USA",361.48,18.60,10.88,2.64%,10474
1043,"GSIT","GSI Technology Inc.","Technology","Semiconductor - Broad Line","USA",175.18,105.67,6.42,1.26%,10307
1044,"GSJK","Compressco Partners, L.P.","Basic Materials","Oil & Gas Equipment & Services","USA",321.65,19.39,21.01,1.25%,840
1045,"GSM","Globe Specialty Metals, Inc.","Basic Materials","Industrial Metals & Minerals","USA",1308.13,,17.60,1.32%,50495
1046,"GSOL","Global Sources Ltd.","Services","Business Services","Bermuda",254.28,6.83,7.43,0.68%,3648
1047,"GSVC","GSV Capital Corp","Financial","Closed-End Fund - Equity","USA",217.74,,11.21,-0.53%,68725
1048,"GT","Goodyear Tire & Rubber Co.","Consumer Goods","Rubber & Plastics","USA",5589.12,16.96,22.27,-1.98%,921276
1049,"GTAT","GT Advanced Technologies Inc.","Technology","Semiconductor - Specialized","USA",1038.56,,8.54,0.47%,849994
1050,"GTIM","Good Times Restaurants Inc.","Services","Restaurants","USA",6.92,,2.46,-3.19%,15922
1051,"GTIV","Gentiva Health Services Inc.","Healthcare","Home Health Care","USA",391.69,,12.69,0.55%,14405
1052,"GTLS","Chart Industries Inc.","Industrial Goods","Metal Fabrication","USA",2732.02,35.11,90.41,0.19%,82633
1053,"GTWN","Georgetown Bancorp Inc.","Financial","Savings & Loans","USA",29.31,29.62,15.70,0.00%,0
1054,"GTXI","GTX Inc.","Healthcare","Biotechnology","USA",91.61,,1.50,3.45%,166760
1055,"GUID","Guidance Software, Inc.","Technology","Application Software","USA",234.78,,9.14,0.88%,8331
1056,"GULF","WisdomTree Middle East Dividend","Financial","Exchange Traded Fund","USA",,,19.76,0.32%,560
1057,"GURE","Gulf Resources, Inc.","Basic Materials","Specialty Chemicals","China",94.39,5.47,2.43,-1.22%,81061
1058,"GWPH","GW Pharmaceuticals plc","Healthcare","Drug Manufacturers - Major","United Kingdom",494.13,,32.92,-1.47%,4809
1059,"GYRO","Gyrodyne Co. of America Inc.","Financial","REIT - Office","USA",106.73,2.56,71.81,-0.22%,1301
1060,"HA","Hawaiian Holdings Inc.","Services","Regional Airlines","USA",461.84,15.49,8.84,0.11%,69935
1061,"HAFC","Hanmi Financial Corporation","Financial","Regional - Pacific Banks","USA",684.91,15.58,21.83,0.78%,96516
1062,"HAIN","The Hain Celestial Group, Inc.","Services","Food Wholesale","USA",3989.18,31.55,83.46,-0.19%,122605
1063,"HALL","Hallmark Financial Services Inc.","Financial","Property & Casualty Insurance","USA",169.51,25.88,8.70,-1.14%,40973
1064,"HALO","Halozyme Therapeutics, Inc.","Healthcare","Biotechnology","USA",1426.48,,13.28,4.98%,878331
1065,"HAS","Hasbro Inc.","Consumer Goods","Toys & Games","USA",6711.94,23.75,51.32,-0.41%,258316
1066,"HAST","Hastings Entertainment Inc.","Services","Music & Video Stores","USA",16.45,,2.02,0.00%,0
1067,"HAUP","Hauppauge Digital Inc.","Technology","Computer Peripherals","USA",1.62,,0.19,18.75%,2450
1068,"HAWK","Blackhawk Network Holdings, Inc.","Financial","Credit Services","USA",1196.95,28.28,23.58,1.68%,28140
1069,"HAYN","Haynes International Inc.","Industrial Goods","Metal Fabrication","USA",637.25,29.93,52.26,0.35%,6340
1070,"HBAN","Huntington Bancshares Incorporated","Financial","Regional - Midwest Banks","USA",7797.44,12.86,9.34,-0.59%,2896980
1071,"HBCP","Home Bancorp, Inc.","Financial","Savings & Loans","USA",120.24,16.27,18.49,-0.32%,3128
1072,"HBHC","Hancock Holding Co.","Financial","Regional - Southeast Banks","USA",2884.68,17.14,35.17,0.09%,44877
1073,"HBIO","Harvard Bioscience Inc.","Healthcare","Medical Instruments & Supplies","USA",145.54,,4.77,0.21%,4170
1074,"HBK","Hamilton Bancorp, Inc.","Financial","Money Center Banks","USA",48.42,,14.28,0.92%,202
1075,"HBNC","Horizon Bancorp.","Financial","Regional - Northeast Banks","USA",204.79,10.42,23.78,0.08%,944
1076,"HBNK","Hampden Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",86.45,29.80,16.29,1.24%,2500
1077,"HBOS","Heritage Financial Group, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",136.16,13.48,18.40,-0.38%,337
1078,"HBP","Helix Biopharma Corp.","Healthcare","Medical Appliances & Equipment","Canada",80.15,58.33,3.57,2.00%,1523
1079,"HCAP","Harvest Capital Credit Corporation","Financial","Asset Management","USA",64.11,3.90,15.10,0.00%,1300
1080,"HCBK","Hudson City Bancorp, Inc.","Financial","Savings & Loans","USA",4561.26,24.11,9.01,-1.69%,3739138
1081,"HCCI","Heritage-Crystal Clean, Inc","Industrial Goods","Pollution & Treatment Controls","USA",345.52,210.11,18.95,0.21%,8261
1082,"HCKT","The Hackett Group, Inc.","Services","Management Services","USA",187.74,13.62,6.19,0.98%,10359
1083,"HCOM","Hawaiian Telcom Holdco, Inc.","Technology","Diversified Communication Services","USA",285.64,2.80,27.98,1.27%,1502
